"Title","ID","State","Session","Chamber","Introduction Date"
"RELATING TO THE ETHICS COMMISSION.","SB 78","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE COURTS.","SB 77","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"PROPOSING AMENDMENTS TO THE CONSTITUTION OF THE STATE OF HAWAII TO PROVIDE FOR A CITIZENS ASSEMBLY AND TO AUTHORIZE THE CITIZENS ASSEMBLY TO PROPOSE CONSTITUTIONAL AND STATUTORY REVISIONS OR AMENDMENTS TO THE LAWS GOVERNING ELECTIONS, POLITICAL CAMPAIGNS, CAMPAIGN FINANCE, ETHICS, REFERENDUM, REAPPORTIONMENT, LEGISLATIVE PROCESS, PUBLIC ACCESS TO INFORMATION, AND CAMPAIGN FINANCE, AND TO ESTABLISH A REFERENDUM.","SB 76","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO COLLECTIVE BARGAINING.","SB 102","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO VOTING.","SB 100","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE HAWAIIAN HOMES COMMISSION.","SB 97","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC HEALTH AND SAFETY.","SB 96","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HOMELESS PERSONS.","SB 95","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BUILDING APPROVALS.","SB 94","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO FLAGS.","SB 93","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CONDOMINIUM DISPUTE RESOLUTION.","SB 92","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO DISLOCATED WORKERS.","SB 91","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC ACCOUNTANCY.","SB 89","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE STATE FOUNDATION ON CULTURE AND THE ARTS.","SB 117","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CULTURE AND THE ARTS.","SB 116","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE AGRIBUSINESS DEVELOPMENT CORPORATION.","SB 115","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PERMIT PROCESSING.","SB 114","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO MEDICAL CANNABIS RESEARCH.","SB 113","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO INTOXICATING LIQUOR.","SB 111","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO NATIVE HAWAIIAN CULTURE.","SB 108","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"PROPOSING AN AMENDMENT TO ARTICLE XI, SECTION 9, OF THE CONSTITUTION OF THE STATE OF HAWAII TO REAFFIRM AND STRENGTHEN THE STATE'S COMMITMENT TO ENVIRONMENTAL RIGHTS.","SB 107","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE PENAL CODE.","SB 104","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO DISABLED VETERANS.","SB 103","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CAPITAL IMPROVEMENT PROJECTS.","SB 158","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO STATE DEPARTMENTS.","SB 157","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BROKER PRICE OPINIONS.","SB 154","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO RENEWABLE ENERGY.","SB 153","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HIGHWAY SAFETY.","SB 152","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO AQUARIUM FISH.","SB 151","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO NATUROPATHIC PHYSICIANS.","SB 122","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HEALTH.","SB 121","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC BUILDINGS.","SB 119","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO AGRICULTURE.","SB 118","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO FIREWORKS.","SB 171","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CARGO INSPECTIONS.","SB 169","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CARGO INSPECTIONS.","SB 168","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PROCUREMENT.","SB 167","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE CLEAN AND SOBER HOME AND HALFWAY HOUSE TASK FORCE.","SB 166","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO COUNTY ADMINISTRATION.","SB 164","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO TAXATION.","SB 162","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO STATE FINANCES.","SB 161","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO SPECIAL FUNDS.","SB 160","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO NON-GENERAL FUNDS.","SB 159","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO SHARK TOURS.","SB 193","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO EMPLOYMENT SECURITY.","SB 191","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENERGY.","SB 189","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO FOSSIL FUELS.","SB 188","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HEALTH.","SB 184","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE EMPLOYEES' RETIREMENT SYSTEM.","SB 183","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PROTESTS AT FUNERALS.","SB 177","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HISTORIC PRESERVATION.","SB 176","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HEALTH.","SB 175","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HEALTH.","SB 174","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BALLOTS.","SB 206","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ELECTIONS.","SB 205","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO IMPEACHMENT.","SB 204","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO COMMUNITY ADVISORY BOARDS.","SB 203","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO LANDFILLS.","SB 202","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO SOLID WASTE MANAGEMENT.","SB 201","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CELL PHONE RADIATION.","SB 200","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO COASTAL AREAS.","SB 196","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE COUPLES ON THE BRINK PROJECT.","SB 195","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CREATION OF A STATE BANK.","SB 194","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII.","SB 241","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO DEFICIENCY JUDGMENTS.","SB 235","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO MORTGAGE FORECLOSURES.","SB 234","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CIVIL UNIONS.","SB 231","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO COUNTY ETHICS COMMISSIONS.","SB 214","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ZONING.","SB 213","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC AGENCIES.","SB 211","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE PALOLO CHINESE HOME.","SB 210","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ISSUANCE OF SPECIAL PURPOSE REVENUE BONDS TO ASSIST PALOLO CHINESE HOME AND ITS SUBSIDIARIES.","SB 209","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ELECTIONS.","SB 207","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO TRAFFIC VIOLATIONS.","SB 259","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC SAFETY.","SB 258","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC SAFETY.","SB 257","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CRIMINAL OFFENDERS.","SB 256","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO RIGHTS OF THE ACCUSED.","SB 255","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO VETERANS COURT.","SB 254","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE HAWAII PENAL CODE.","SB 253","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CONTROLLED SUBSTANCES.","SB 252","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO DRIVING WHILE UNDER THE INFLUENCE.","SB 251","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE COMMISSION ON SALARIES.","SB 250","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ETHANOL.","SB 271","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO TORTS.","SB 270","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO FOOD AND MEDICAL SERVICES.","SB 269","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO LEGISLATIVE FISCAL IMPACT STATEMENTS.","SB 268","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PROCUREMENT.","SB 265","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PROCUREMENT.","SB 264","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PROCUREMENT.","SB 263","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO DISASTER PREPAREDNESS.","SB 262","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HAWAIIAN MUSIC AND DANCE.","SB 261","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO MIXED MARTIAL ARTS.","SB 260","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CAPITAL IMPROVEMENT PROJECTS FOR THE BENEFIT OF THE SECOND SENATORIAL DISTRICT.","SB 282","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO WORKERS' COMPENSATION.","SB 280","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO MEDICAL AND REHABILITATION BENEFITS.","SB 279","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO LABOR.","SB 278","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ATTORNEY GENERAL.","SB 277","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE COMMISSION ON SALARIES.","SB 276","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"PROPOSING AN AMENDMENT TO ARTICLE XVI, SECTION 3.5, OF THE HAWAII CONSTITUTION, TO REPEAL ARTICLE XVI, SECTION 3.5, WHICH CREATED THE COMMISSION ON SALARIES.","SB 275","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE NATIVE HAWAIIAN GOVERNMENT REORGANIZATION ACT.","SB 274","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"PROPOSING AN AMENDMENT TO ARTICLE III, SECTION 4, OF THE CONSTITUTION OF THE STATE OF HAWAII TO IMPOSE TERM LIMITS UPON STATE REPRESENTATIVES AND SENATORS.","SB 273","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"PROPOSING AMENDMENTS TO THE CONSTITUTION OF THE STATE OF HAWAII TO PROVIDE FOR INITIATIVE, REFERENDUM, AND RECALL.","SB 272","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO COMMUNICATIONS.","SB 300","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CABLE.","SB 299","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BOARDS AND COMMISSIONS.","SB 297","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BANKING.","SB 296","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO OCEAN RESOURCES.","SB 295","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO MARICULTURE.","SB 294","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO AQUATIC RESOURCES.","SB 293","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO AQUACULTURE.","SB 292","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO AGRICULTURE.","SB 291","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO AGRICULTURE.","SB 290","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC UTILITIES.","SB 310","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PROFESSIONS AND VOCATIONS.","SB 309","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PERMITS, LICENSES, AND APPROVALS.","SB 308","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO INTERSTATE BANKING.","SB 307","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO INSURANCE.","SB 306","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO IDENTITY THEFT.","SB 305","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE HURRICANE RELIEF FUND.","SB 304","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CONTRACTS.","SB 303","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CONSUMERS.","SB 302","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CONSUMER PROTECTION.","SB 301","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CULTURE AND ARTS.","SB 321","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CREATIVE MEDIA.","SB 320","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO COMMUNITY BASED ECONOMIC DEVELOPMENT.","SB 319","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BIOTECHNOLOGY.","SB 317","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO AQUARIA.","SB 316","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ALOHA STADIUM.","SB 315","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ARTS.","SB 314","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO MORTGAGE FORECLOSURE.","SB 313","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO TELECOMMUNICATIONS.","SB 312","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO REGULATION.","SB 311","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HIGH TECHNOLOGY.","SB 331","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO FOREIGN TRADE ZONES.","SB 330","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO FILM AND DIGITAL MEDIA.","SB 329","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENERGY.","SB 328","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ELECTRONIC DATA AND INFORMATION.","SB 327","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ELECTRONIC COMMERCE.","SB 326","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ECONOMIC PLANNING.","SB 325","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ECONOMIC DEVELOPMENT.","SB 324","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ECONOMIC DEVELOPMENT.","SB 323","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ECONOMIC DEVELOPMENT.","SB 322","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ECONOMY.","SB 342","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO SCIENCE AND TECHNOLOGY.","SB 341","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO SCIENCE AND TECHNOLOGY.","SB 340","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO SCIENCE AND TECHNOLOGY.","SB 339","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO RESEARCH AND DEVELOPMENT.","SB 338","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO RECREATION.","SB 337","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO INTERNATIONAL BUSINESS.","SB 336","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO INTELLECTUAL PROPERTY.","SB 335","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO INFORMATION TECHNOLOGY.","SB 334","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE HIGH TECHNOLOGY DEVELOPMENT CORPORATION.","SB 332","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HIGHER EDUCATION.","SB 352","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE BOARD OF EDUCATION.","SB 351","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO LIBRARIES.","SB 350","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO EDUCATION.","SB 349","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO EARLY CHILDHOOD EDUCATION.","SB 348","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CHARTER SCHOOLS.","SB 347","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE NATURAL ENERGY LABORATORY OF HAWAII AUTHORITY.","SB 346","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE HAWAII STRATEGIC DEVELOPMENT CORPORATION.","SB 345","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE HAWAII STRATEGIC DEVELOPMENT CORPORATION.","SB 344","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE FILM INDUSTRY.","SB 343","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BIODIESEL.","SB 362","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ALTERNATIVE ENERGY.","SB 361","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO AIRCRAFT NOISE ABATEMENT.","SB 360","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO TEACHERS.","SB 359","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO EDUCATION.","SB 358","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII COMMUNITY COLLEGES.","SB 357","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII WEST OAHU.","SB 356","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII AT HILO.","SB 355","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII.","SB 354","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE BOARD OF REGENTS.","SB 353","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENERGY CONSERVATION.","SB 373","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENERGY.","SB 372","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENERGY.","SB 371","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENERGY.","SB 370","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENERGY.","SB 369","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENERGY.","SB 368","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ENDANGERED SPECIES.","SB 366","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ECOLOGY.","SB 365","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CONSERVATION.","SB 364","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BIOFUELS.","SB 363","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 383","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 382","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 381","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 380","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 379","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 378","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 377","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 376","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 375","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE ENVIRONMENT.","SB 374","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO RENEWABLE ENERGY.","SB 393","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO RENEWABLE ENERGY.","SB 392","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO RENEWABLE ENERGY.","SB 391","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
