"Action","Bill ID","Date","Actor"
"The committees on LAB recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 6 Ayes: Representative(s) Nakashima, Hashem, Ichiyama, Ing, Yamashita, Johanson; Ayes with reservations: none;  Noes: none; and 3 Excused: Representative(s) Aquino, Takumi, Yamane.","HCR 114","2013-03-22 00:00:00","lower"
"The committees on HED recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 6 Ayes: Representative(s) Choy, Ichiyama, Nakashima, Ohno, Takai, Cheape; Ayes with reservations: none;  Noes: none; and 4 Excused: Representative(s) Aquino, Hanohano, Takumi, Fale.","HCR 114","2013-03-22 00:00:00","lower"
"Reported from LAB/HED (Stand. Com. Rep. No. 1258), recommending referral to FIN.","HCR 114","2013-03-28 00:00:00","lower"
"Report adopted; referred to the committee(s) on FIN with Ward voting aye with reservations; none voting no (0) and Belatti, Ito, C. Lee, Tokioka excused (4).","HCR 114","2013-03-28 00:00:00","lower"
"Scheduled for decision making on Wednesday, 04-10-13  3:15PM in conference room 308.","HCR 114","2013-04-08 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Hashem, Ing, Kobayashi, Lowen, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto; Ayes with reservations: Representative(s) Cullen, Jordan, Ward;  Noes: none; and 1 Excused: Representative(s) Morikawa.","HCR 114","2013-04-10 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 1653), recommending adoption.","HCR 114","2013-04-12 00:00:00","lower"
"Adopted with Ward voting aye with reservations; none voting no (0) and  Har, McDermott, Oshiro, Tokioka excused (4).","HCR 114","2013-04-12 00:00:00","lower"
"Transmitted to Senate.","HCR 114","2013-04-12 00:00:00","lower"
"Received from House (Hse. Com. No. 672).","HCR 114","2013-04-15 00:00:00","upper"
"Referred to HRE/JDL/WAM.","HCR 114","2013-04-15 00:00:00","upper"
"Offered","HCR 122","2013-03-13 00:00:00","lower"
"Referred to HLT, FIN, referral sheet 39","HCR 122","2013-03-18 00:00:00","lower"
"Resolution scheduled to be heard by HLT on Wednesday, 03-27-13 10:00AM in conference room 329.","HCR 122","2013-03-22 00:00:00","lower"
"The committees on HLT recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 6 Ayes: Representative(s) Belatti, Morikawa, Jordan, Kobayashi, Woodson, Cheape; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Cabanilla, Carroll.   ","HCR 122","2013-03-27 00:00:00","lower"
"Reported from HLT (Stand. Com. Rep. No. 1362) as amended in HD 1, recommending referral to FIN.","HCR 122","2013-04-02 00:00:00","lower"
"Report adopted. referred to the committee(s) on FIN as amended in HD 1 with none voting aye with reservations; none voting no (0) and Carroll excused (1).","HCR 122","2013-04-02 00:00:00","lower"
"Scheduled for decision making on Wednesday, 04-10-13  3:15PM in conference room 308.","HCR 122","2013-04-08 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Kobayashi, Lowen, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Morikawa.","HCR 122","2013-04-10 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 1649), recommending adoption.","HCR 122","2013-04-12 00:00:00","lower"
"Adopted with Fale, Kawakami voting aye with reservations; Cullen, McKelvey, Ward voting no (3) and  Har, McDermott, Oshiro, Tokioka excused (4).","HCR 122","2013-04-12 00:00:00","lower"
"Transmitted to Senate.","HCR 122","2013-04-12 00:00:00","lower"
"Received from House (Hse. Com. No. 676).","HCR 122","2013-04-15 00:00:00","upper"
"Referred to WAM.","HCR 122","2013-04-15 00:00:00","upper"
"Offered.","SCR 27","2013-01-31 00:00:00","upper"
"Referred to EDU, WAM.","SCR 27","2013-02-13 00:00:00","upper"
"The committee(s) on EDU has scheduled a public hearing on 03-25-13  1:30PM in conference room 414.","SCR 27","2013-03-21 00:00:00","upper"
"The committee(s) on EDU recommend(s) that the measure be PASSED, UNAMENDED.  The votes in EDU were as follows: 3 Aye(s): Senator(s) Tokuda, Kidani, Ruderman; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Shimabukuro, Slom.","SCR 27","2013-03-25 00:00:00","upper"
"Reported from EDU (Stand. Com. Rep. No. 1088), with recommendation of referral to WAM.","SCR 27","2013-04-01 00:00:00","upper"
"Report adopted, referred to WAM.","SCR 27","2013-04-01 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 27","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 27","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 27","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1444) with recommendation of adoption.","SCR 27","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Transmitted to House.","SCR 27","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 619).","SCR 27","2013-04-12 00:00:00","lower"
"Referred to EDN, FIN, referral sheet 54","SCR 27","2013-04-15 00:00:00","lower"
"Offered.","SCR 49","2013-02-28 00:00:00","upper"
"Referred to EDU, WAM.","SCR 49","2013-03-05 00:00:00","upper"
"The committee(s) on EDU has scheduled a public hearing on 03-25-13  1:30PM in conference room 414.","SCR 49","2013-03-21 00:00:00","upper"
"The committee(s) on EDU recommend(s) that the measure be PASSED, UNAMENDED.  The votes in EDU were as follows: 3 Aye(s): Senator(s) Tokuda, Kidani, Ruderman; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Shimabukuro, Slom.","SCR 49","2013-03-25 00:00:00","upper"
"Reported from EDU (Stand. Com. Rep. No. 1086), with recommendation of referral to WAM.","SCR 49","2013-04-01 00:00:00","upper"
"Report adopted, referred to WAM.","SCR 49","2013-04-01 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 49","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 49","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 49","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1448) with recommendation of adoption.","SCR 49","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Transmitted to House.","SCR 49","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 624).","SCR 49","2013-04-12 00:00:00","lower"
"Referred to EDN, referral sheet 54","SCR 49","2013-04-15 00:00:00","lower"
"Offered.","SCR 201","2013-03-13 00:00:00","upper"
"Referred to WTL/AGL.","SCR 201","2013-03-19 00:00:00","upper"
"Re-Referred to WTL/PSM.","SCR 201","2013-04-03 00:00:00","upper"
"The committee(s) on WTL/PSM has scheduled a public hearing on 04-11-13  2:00PM in conference room 225.","SCR 201","2013-04-08 00:00:00","upper"
"The committee(s) on  WTL recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in WTL were as follows: 5 Aye(s): Senator(s) Solomon, Shimabukuro, Ruderman, Slom; Aye(s) with reservations: Senator(s) L. Thielen ; 0 No(es): none; and 2 Excused: Senator(s) Dela Cruz, Ihara.","SCR 201","2013-04-11 00:00:00","upper"
"The committee(s) on  PSM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in PSM were as follows: 4 Aye(s): Senator(s) Espero, Baker, Galuteria, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Green.","SCR 201","2013-04-11 00:00:00","upper"
"Reported from WTL/PSM (Stand. Com. Rep. No. 1546) with recommendation of adoption, as amended (SD 1).","SCR 201","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted, as amended (SD 1).  Transmitted to House.","SCR 201","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 689) in amended form (SD 1).","SCR 201","2013-04-12 00:00:00","lower"
"Referred to WAL, FIN, referral sheet 54","SCR 201","2013-04-15 00:00:00","lower"
"Offered","HCR 132","2013-03-13 00:00:00","lower"
"Referred to OMH, FIN, referral sheet 39","HCR 132","2013-03-18 00:00:00","lower"
"Resolution scheduled to be heard by OMH on Wednesday, 03-27-13  9:30AM in conference room 325.","HCR 132","2013-03-21 00:00:00","lower"
"Resolution re-scheduled to be heard by OMH on Wednesday, 03-27-13 11:00AM in conference room 325.","HCR 132","2013-03-21 00:00:00","lower"
"The committees on OMH recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 5 Ayes: Representative(s) Hanohano, Cullen, Coffman, Evans, Lowen; Ayes with reservations: none;  Noes: none; and 3 Excused: Representative(s) Kawakami, C. Lee, Fale.","HCR 132","2013-03-27 00:00:00","lower"
"Reported from OMH (Stand. Com. Rep. No. 1283), recommending referral to FIN.","HCR 132","2013-04-01 00:00:00","lower"
"Report adopted; referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Kawakami, McKelvey excused (2).","HCR 132","2013-04-01 00:00:00","lower"
"Scheduled for decision making on Wednesday, 04-10-13  3:15PM in conference room 308.","HCR 132","2013-04-08 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Kobayashi, Lowen, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Morikawa.","HCR 132","2013-04-10 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 1658), recommending adoption.","HCR 132","2013-04-12 00:00:00","lower"
"Adopted with none voting aye with reservations; none voting no (0) and  Har, McDermott, Oshiro, Tokioka excused (4).","HCR 132","2013-04-12 00:00:00","lower"
"Transmitted to Senate.","HCR 132","2013-04-12 00:00:00","lower"
"Received from House (Hse. Com. No. 678).","HCR 132","2013-04-15 00:00:00","upper"
"Referred to EGH/AGL/TEC.","HCR 132","2013-04-15 00:00:00","upper"
"Offered.","SCR 26","2013-01-30 00:00:00","upper"
"Referred to PSM, WAM.","SCR 26","2013-02-13 00:00:00","upper"
"The committee(s) on PSM has scheduled a public hearing on 03-12-13  2:45PM in conference room 224.","SCR 26","2013-03-08 00:00:00","upper"
"The committee(s) on PSM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in PSM were as follows: 5 Aye(s): Senator(s) Espero, Baker, Galuteria, Green, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.","SCR 26","2013-03-12 00:00:00","upper"
"Reported from PSM (Stand. Com. Rep. No. 892), with recommendation of referral to WAM.","SCR 26","2013-03-18 00:00:00","upper"
"Report adopted, referred to WAM.","SCR 26","2013-03-18 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 26","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 26","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 26","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1465) with recommendation of adoption.","SCR 26","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Aye(s) with reservations: none. Noes, 1 (Senator(s) Slom). Transmitted to House.","SCR 26","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 618).","SCR 26","2013-04-12 00:00:00","lower"
"Referred to PBS, referral sheet 54","SCR 26","2013-04-15 00:00:00","lower"
"Offered.","SCR 163","2013-03-13 00:00:00","upper"
"Referred to PSM/WTL/EGH.","SCR 163","2013-03-19 00:00:00","upper"
"The committee(s) on PSM/WTL/EGH has scheduled a public hearing on 04-01-13  2:45PM in conference room 016.","SCR 163","2013-03-27 00:00:00","upper"
"The committee(s) on EGH recommend(s) that the measure be PASSED, UNAMENDED.  The votes in EGH were as follows: 5 Aye(s): Senator(s) Dela Cruz, Slom, Baker, Chun Oakland, L. Thielen; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) English, Wakai.","SCR 163","2013-04-01 00:00:00","upper"
"The committee(s) on PSM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in PSM were as follows: 3 Aye(s): Senator(s) Espero, Baker, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Galuteria, Green.","SCR 163","2013-04-01 00:00:00","upper"
"The committee(s) on WTL recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WTL were as follows: 5 Aye(s): Senator(s) Solomon, Dela Cruz, Ruderman, L. Thielen, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Shimabukuro, Ihara.","SCR 163","2013-04-01 00:00:00","upper"
"Reported from PSM/WTL/EGH (Stand. Com. Rep. No. 1316) with recommendation of adoption.","SCR 163","2013-04-05 00:00:00","upper"
"One Day Notice 04-09-13.","SCR 163","2013-04-05 00:00:00","upper"
"Report and Resolution Adopted.  Transmitted to House.","SCR 163","2013-04-09 00:00:00","upper"
"Received from Senate (Sen. Com. No. 592).","SCR 163","2013-04-09 00:00:00","lower"
"Referred to WAL, FIN, referral sheet 54","SCR 163","2013-04-15 00:00:00","lower"
"Offered.","SCR 121","2013-03-13 00:00:00","upper"
"Referred to TIA/PSM, WAM.","SCR 121","2013-03-19 00:00:00","upper"
"The committee(s) on TIA/PSM has scheduled a public hearing on 03-25-13  1:15PM in conference room 224.","SCR 121","2013-03-21 00:00:00","upper"
"The committee(s) on TIA recommend(s) that the measure be PASSED, UNAMENDED.  The votes in TIA were as follows: 6 Aye(s): Senator(s) Dela Cruz, Espero, Gabbard, Kahele, Keith-Agaran; Aye(s) with reservations: Senator(s) Slom ; 0 No(es): none; and 3 Excused: Senator(s) English, Kouchi, Solomon.","SCR 121","2013-03-25 00:00:00","upper"
"The committee(s) on PSM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in PSM were as follows: 3 Aye(s): Senator(s) Espero, Baker; Aye(s) with reservations: Senator(s) Slom ; 0 No(es): none; and 2 Excused: Senator(s) Galuteria, Green.","SCR 121","2013-03-25 00:00:00","upper"
"Reported from TIA/PSM (Stand. Com. Rep. No. 1065), with recommendation of referral to WAM.","SCR 121","2013-03-28 00:00:00","upper"
"Report adopted, referred to WAM.","SCR 121","2013-03-28 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 121","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 121","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 11 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda; Aye(s) with reservations: none ; 1 No(es): Senator(s) Slom; and 1 Excused: Senator(s) Kouchi.","SCR 121","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1524) with recommendation of adoption.","SCR 121","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Aye(s) with reservations: none. Noes, 1 (Senator(s) Slom). Transmitted to House.","SCR 121","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 653).","SCR 121","2013-04-12 00:00:00","lower"
"Referred to TRN, FIN, referral sheet 54","SCR 121","2013-04-15 00:00:00","lower"
"Offered.","SCR 80","2013-03-07 00:00:00","upper"
"Referred to PSM, JDL.","SCR 80","2013-03-12 00:00:00","upper"
"The committee(s) on PSM has scheduled a public hearing on 03-21-13  2:45PM in conference room 224.","SCR 80","2013-03-18 00:00:00","upper"
"The committee(s) on PSM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in PSM were as follows: 3 Aye(s): Senator(s) Espero, Galuteria, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Baker, Green.","SCR 80","2013-03-21 00:00:00","upper"
"Reported from PSM (Stand. Com. Rep. No. 1080), with recommendation of referral to JDL.","SCR 80","2013-04-01 00:00:00","upper"
"Report adopted, referred to JDL.","SCR 80","2013-04-01 00:00:00","upper"
"The committee(s) on JDL has scheduled a public hearing on 04-10-13 10:00AM in conference room 016.","SCR 80","2013-04-05 00:00:00","upper"
